id_venta,id_cliente,id_tienda,id_producto,cantidad,monto,fecha_venta,updated_at
313983,3704,146,481,11,335.62,2024/08/12 22:37:25,13/07/2024
253525,225,202,1001,10,1104.32,2024-08-05,08-11-2024
225162,2349,62,392,4,657.23,2024/09/02 01:17:17,09-04-2024
330300,4281,143,622,10,265.17,14/09/2024,N/A
327701,5459,62,177,4,335.27,2024-07-11,2024-07-26
153592,3454,176,1050,6,1166.26,2024-08-05,15/07/2024
293005,1879,3,160,7,845.7,11/07/2024,31/07/2024
305480,4514,2,293,5,1053.76,2024-07-07,2024/08/25 02:39:35
150865,5399,69,939,12,186.1,08-11-2024,N/A
186981,3103,90,279,13,965.06,N/A,2024/09/18 04:38:24
4769,5106,32,1060,12,876.45,08-14-2024,01/07/2024
300347,591,188,1174,8,1393.1,2024/08/01 13:55:52,07-28-2024
325362,4837,107,744,1,312.33,07-27-2024,2024/09/08 13:14:36
313994,5143,90,470,10,437.88,10/08/2024,N/A
329706,2566,189,775,10,875.62,2024/07/29 03:30:03,08/09/2024
29668,2149,189,561,5,1260.62,2024-09-28,05/09/2024
172973,3591,214,505,6,73.48,07-02-2024,09-12-2024
151173,3365,165,1076,12,1172.62,07/08/2024,N/A
5735,5430,55,742,8,788.63,05/07/2024,30/08/2024
232978,623,10,179,10,44.31,N/A,2024-08-26
300528,2709,154,718,7,239.1,N/A,09-07-2024
160227,4432,145,444,8,,2024/09/08 15:25:37,2024-07-22
252326,439,167,503,8,111.09,N/A,2024-08-23
240752,2230,30,160,12,628.66,2024/07/02 02:02:56,2024/07/25 18:50:14
300190,4649,181,748,11,475.76,2024-09-14,2024-07-07
127715,5514,52,907,5,703.64,2024-07-17,08-07-2024
126831,158,207,1002,13,29.0,N/A,N/A
145210,3972,204,647,9,975.76,N/A,22/09/2024
134088,3863,107,784,12,423.68,2024/07/07 18:59:02,21/09/2024
161095,3293,202,484,10,165.61,04/07/2024,2024-07-11
63873,621,22,579,6,51.35,08-05-2024,N/A
305866,3507,56,656,10,1030.83,N/A,2024/08/27 20:34:12
248398,1211,70,1130,11,457.33,2024-09-20,2024/07/17 16:19:20
88704,563,31,261,7,39.09,N/A,N/A
299190,4628,58,978,1,759.88,2024-07-14,09-21-2024
172943,2447,208,47,13,112.39,08-01-2024,2024-09-10
309722,1506,112,304,6,312.87,2024-08-11,N/A
314089,5292,158,1193,2,352.27,2024/09/09 08:15:12,2024/09/25 07:08:55
315926,2938,154,222,4,1153.58,08-07-2024,N/A
52438,3297,124,955,14,638.88,N/A,09-22-2024
307333,5705,53,441,4,207.09,N/A,2024/08/19 09:22:17
327749,4624,8,123,4,463.2,07-21-2024,2024-07-03
303586,1867,12,983,11,87.37,18/08/2024,26/07/2024
146235,2537,11,884,6,391.83,2024-07-14,2024-08-28
285505,447,160,551,6,1091.42,2024/09/04 00:48:09,N/A
321465,5478,116,87,2,1446.55,2024-07-30,30/07/2024
142813,431,193,1137,3,490.1,N/A,N/A
331084,559,153,685,11,329.05,N/A,14/08/2024
67397,4682,920,1135,8,671.69,2024/09/29 05:31:30,12/07/2024
128183,1225,100,706,9,340.73,2024/08/02 23:46:22,N/A
125695,4743,211,761,10,742.99,2024-08-07,13/08/2024
38463,1177,100,240,4,499.69,08-03-2024,N/A
324375,2014,137,355,1,1400.98,09-05-2024,07-11-2024
315008,5584,19,1176,2,167.86,2024/09/12 12:55:48,2024/09/02 05:41:30
71265,1285,173,259,4,319.81,2024-08-17,26/07/2024
10794,5485,207,535,11,818.34,2024-09-10,09-18-2024
270688,2318,201,1162,2,241.6,N/A,07-05-2024
310830,5782,111,38,5,620.83,10/08/2024,2024-08-18
323536,74,210,822,11,976.01,N/A,07/07/2024
12233,262,112,700,7,182.83,2024/08/06 00:25:21,24/08/2024
316766,3093,146,81,7,926.09,12/09/2024,2024-07-10
108855,1936,139,76,13,1111.13,09-21-2024,08/08/2024
170233,4223,59,1166,6,1115.58,2024-08-13,2024/09/22 07:43:26
280599,2934,22,135, 5u ,808.01,2024-09-14,2024-07-08
9487,2445,139,26,2,861.28,25/08/2024,2024-08-08
320929,5144,100,849,3,128.94,07-27-2024,27/07/2024
130849,1436,132,1007,9,330.46,N/A,2024/07/28 00:01:33
